employee_id,department,role_level,tenure_years,salary_band,performance_rating,training_hours_annual,avg_overtime_hrs_week,job_satisfaction_score,work_life_balance_score,last_promotion_years_ago,attrition_flag
EMP-0001814,HR,VP,5.6,Band 3,1.8,36,12.9,2.1,3.9,8.7,0
EMP-0008574,Legal,Senior Manager,14.0,Band 5,4.7,106,22.6,3.5,2.5,4.9,1
EMP-0003112,Marketing,Analyst,19.9,Band 6,3.0,120,1.4,2.9,4.1,3.4,0
EMP-0011692,IT,VP,13.1,Band 1,1.5,108,23.2,3.9,1.9,2.0,0
EMP-0004206,Engineering,Individual Contributor,2.0,Band 4,4.8,118,19.7,3.3,2.3,5.2,0
EMP-0003153,Customer Success,Manager,25.5,Band 3,2.3,63,20.0,3.1,2.2,6.4,0
EMP-0011783,HR,Individual Contributor,22.1,Band 5,4.7,29,17.3,4.2,3.2,9.4,0
EMP-0000437,Engineering,VP,16.6,Band 1,2.8,96,9.8,4.9,3.9,6.4,0
EMP-0000113,HR,Associate,19.8,Band 2,4.7,39,25.0,2.4,2.4,1.3,0
EMP-0014205,Sales,Associate,3.0,Band 5,4.7,0,24.8,4.0,2.6,7.7,0
EMP-0009386,Legal,Director,20.7,Band 2,2.7,9,2.7,3.9,2.7,4.3,0
EMP-0014994,Operations,Individual Contributor,23.5,Band 3,4.4,40,24.8,3.8,3.4,6.1,0
EMP-0005976,HR,Team Lead,7.6,Band 5,3.9,41,5.6,2.6,1.2,3.6,0
EMP-0003399,Legal,Team Lead,3.8,Band 3,3.1,102,11.1,2.1,4.5,2.8,0
EMP-0006667,IT,Analyst,23.3,Band 2,4.0,93,15.0,4.0,5.0,3.4,0
EMP-0005466,Product,Associate,24.5,Band 1,2.6,91,17.6,1.5,3.5,2.7,0
EMP-0011632,HR,Director,7.9,Band 3,2.0,82,16.4,3.8,4.3,3.4,0
EMP-0004144,Customer Success,Individual Contributor,25.8,Band 1,3.1,46,16.8,4.2,1.6,7.1,1
EMP-0012931,Marketing,Manager,27.1,Band 1,4.1,108,23.6,4.6,2.1,6.6,0
EMP-0012995,HR,Senior Manager,23.1,Band 3,4.0,96,23.6,2.6,3.7,2.1,0
EMP-0006703,IT,Director,9.5,Band 4,2.3,38,0.2,3.4,3.2,2.5,0
EMP-0005953,Sales,Senior Manager,5.3,Band 2,3.0,69,15.6,4.6,3.0,2.2,0
EMP-0007199,Engineering,Senior Manager,25.4,Band 3,3.3,113,1.4,2.7,1.9,1.7,0
EMP-0009239,Marketing,Senior Manager,9.9,Band 2,2.7,112,3.7,1.5,2.6,3.7,1
EMP-0014367,Sales,Associate,26.1,Band 1,2.6,67,6.9,3.5,2.5,8.7,0
EMP-0000364,Marketing,Manager,11.7,Band 1,2.0,7,20.9,3.1,2.0,3.1,0
EMP-0008187,Sales,Associate,4.1,Band 2,4.8,94,4.9,2.3,2.7,9.8,1
EMP-0013494,Finance,Individual Contributor,4.5,Band 1,2.0,119,19.3,5.0,2.9,7.4,0
EMP-0005038,Customer Success,VP,10.1,Band 5,3.1,112,20.9,3.2,1.0,1.6,0
EMP-0000377,Sales,Manager,3.9,Band 2,3.6,60,18.2,4.4,1.9,3.8,0
EMP-0012338,Sales,Senior Manager,1.9,Band 1,4.5,38,16.8,3.0,2.1,1.9,0
EMP-0002845,Product,Senior Manager,5.4,Band 2,3.9,44,8.8,4.4,2.2,2.9,0
EMP-0008041,Operations,Team Lead,18.4,Band 1,2.6,0,13.5,5.0,2.6,9.1,1
EMP-0014620,Engineering,Associate,25.2,Band 2,4.1,68,9.5,4.6,4.0,3.8,1
EMP-0010253,Operations,Associate,13.1,Band 2,3.2,98,3.9,4.2,5.0,7.8,1
EMP-0006625,Product,Senior Manager,17.7,Band 2,4.5,90,1.2,3.2,2.1,1.6,0
EMP-0006679,Legal,Team Lead,25.4,Band 5,3.7,5,22.5,2.8,4.2,4.1,0
EMP-0007722,Product,Individual Contributor,22.5,Band 2,2.1,27,22.4,2.6,1.6,9.4,0
EMP-0013126,Finance,Team Lead,25.6,Band 1,1.7,26,8.5,4.1,1.8,1.2,0
EMP-0008249,Engineering,Team Lead,7.9,Band 6,2.2,21,11.7,4.6,2.2,9.1,0
EMP-0009458,Product,Senior Manager,25.9,Band 3,2.0,99,0.2,2.7,1.9,0.4,0
EMP-0003431,IT,VP,10.7,Band 5,4.0,8,22.0,4.2,1.2,8.2,0
EMP-0014166,IT,Director,5.3,Band 5,2.7,112,12.5,4.9,3.7,9.8,0
EMP-0004588,IT,VP,15.1,Band 1,4.7,38,3.8,4.0,3.8,6.7,0
EMP-0009475,Engineering,VP,20.9,Band 1,3.7,80,11.0,3.0,5.0,2.1,1
EMP-0007744,Product,Team Lead,25.8,Band 5,2.2,31,10.0,2.5,3.5,1.0,0
EMP-0014337,Customer Success,Senior Manager,19.8,Band 1,1.8,38,8.5,3.8,3.0,6.8,1
EMP-0009050,Customer Success,Individual Contributor,24.6,Band 4,2.5,37,16.5,3.2,3.6,3.9,0
EMP-0002689,Marketing,Associate,23.7,Band 2,4.8,38,14.8,2.3,4.5,9.3,1
EMP-0014791,Customer Success,Senior Manager,24.5,Band 3,2.2,27,16.7,2.3,4.3,4.5,0
EMP-0009803,Customer Success,Manager,28.9,Band 6,3.1,11,19.1,2.8,3.1,2.0,1
EMP-0000057,Operations,Associate,14.3,Band 3,1.9,76,18.7,2.1,3.4,9.1,1
EMP-0008667,IT,Analyst,25.8,Band 2,2.1,16,1.1,1.7,3.1,7.3,0
EMP-0001832,Product,Manager,26.0,Band 4,3.6,1,11.9,3.2,3.6,7.7,0
EMP-0008290,Marketing,Manager,3.3,Band 3,1.9,37,18.1,2.9,4.8,8.2,0
EMP-0011099,Sales,Senior Manager,11.1,Band 1,3.2,10,23.1,3.1,3.8,0.3,0
EMP-0012243,Legal,Team Lead,7.6,Band 1,1.5,57,9.6,3.8,3.4,4.2,0
EMP-0008910,Legal,Manager,24.7,Band 3,4.5,34,6.2,5.0,4.0,8.4,0
EMP-0014167,Finance,Team Lead,27.0,Band 6,4.3,50,21.8,2.5,3.1,0.5,1
EMP-0007318,Finance,Individual Contributor,2.6,Band 1,2.4,107,7.1,2.2,3.5,2.5,0
EMP-0013218,Sales,Director,28.1,Band 3,2.1,59,6.8,2.6,5.0,8.4,0
EMP-0006240,HR,Analyst,22.5,Band 2,3.1,101,18.4,2.5,3.4,5.6,1
EMP-0006604,Finance,Associate,29.5,Band 4,2.4,94,8.8,4.1,2.4,5.9,0
EMP-0014716,IT,VP,18.6,Band 6,1.9,57,0.7,2.7,4.7,9.9,0
EMP-0006839,Legal,VP,7.3,Band 2,4.9,91,0.8,3.2,2.7,10.0,0
EMP-0007785,Sales,Senior Manager,19.7,Band 3,1.5,81,0.2,5.0,1.0,6.6,0
EMP-0014534,Operations,Senior Manager,23.9,Band 1,4.0,59,19.4,2.2,3.7,6.4,1
EMP-0014192,HR,Team Lead,27.0,Band 5,4.0,31,5.9,3.8,1.4,1.0,1
EMP-0012343,Sales,Director,7.3,Band 2,3.2,78,19.6,2.7,4.3,6.9,1
EMP-0001831,Finance,Senior Manager,24.0,Band 1,2.0,37,9.5,3.3,3.0,9.6,0
EMP-0013094,IT,VP,12.3,Band 1,4.1,81,22.3,4.3,5.0,1.2,0
EMP-0000416,Marketing,Associate,11.0,Band 2,2.9,114,22.4,3.6,2.5,9.3,0
EMP-0005518,Marketing,Director,6.7,Band 3,4.5,93,22.8,3.8,1.8,1.6,1
EMP-0001498,Legal,Associate,6.6,Band 5,2.6,115,2.8,2.5,1.9,4.5,0
EMP-0003577,Finance,Associate,25.4,Band 1,4.1,64,4.5,3.1,1.4,9.5,1
EMP-0014082,Marketing,Individual Contributor,11.9,Band 2,2.3,37,4.7,3.4,4.0,3.3,0
EMP-0010426,Sales,Associate,8.8,Band 1,2.9,41,0.9,4.8,1.7,7.3,0
EMP-0001203,IT,Analyst,1.5,Band 2,1.7,5,15.1,5.0,1.7,9.3,1
EMP-0003693,Sales,Director,8.3,Band 1,2.4,62,2.8,1.7,4.3,8.7,0
EMP-0000101,HR,Associate,23.4,Band 2,4.4,26,11.2,2.6,3.1,6.3,0
EMP-0003739,IT,Manager,5.7,Band 3,4.9,52,4.7,4.3,1.9,8.2,1
EMP-0001319,Operations,Director,13.1,Band 2,2.9,76,21.5,1.0,2.6,10.0,0
EMP-0006477,Marketing,VP,9.2,Band 4,4.0,95,10.8,3.7,2.9,4.3,1
EMP-0008851,HR,Team Lead,9.5,Band 3,4.7,118,12.3,2.8,4.1,5.9,0
EMP-0013658,Sales,Director,12.2,Band 4,3.2,87,2.2,3.8,1.9,5.5,0
EMP-0007683,IT,Manager,5.5,Band 3,3.3,83,20.3,3.4,2.3,2.3,1
EMP-0004145,Engineering,Associate,26.2,Band 2,4.1,37,9.5,4.5,2.4,9.8,0
EMP-0000987,Finance,VP,2.9,Band 1,2.7,39,19.5,2.9,3.4,8.9,0
EMP-0010248,IT,Manager,11.5,Band 2,1.6,51,4.2,4.7,5.0,4.0,0
EMP-0006540,Legal,Team Lead,6.9,Band 2,3.7,117,7.1,2.0,3.5,2.8,1
EMP-0001361,Engineering,Manager,6.8,Band 1,3.7,111,19.0,4.2,3.0,6.6,0
EMP-0007651,IT,Senior Manager,26.6,Band 1,2.3,21,0.0,4.1,3.3,5.7,1
EMP-0002598,Customer Success,Analyst,1.5,Band 4,1.6,46,1.7,2.9,2.8,4.1,0
EMP-0009800,Operations,Team Lead,26.1,Band 4,4.1,66,19.9,2.3,3.6,5.6,0
EMP-0002273,Engineering,Team Lead,14.0,Band 3,3.9,85,12.8,1.5,2.2,5.8,0
EMP-0009028,Legal,VP,5.9,Band 1,4.5,100,16.6,3.0,3.4,1.4,0
EMP-0012932,Finance,Senior Manager,24.1,Band 3,3.7,107,3.8,4.0,3.9,2.1,0
EMP-0013007,HR,Analyst,11.8,Band 5,1.6,8,12.4,4.1,3.6,8.7,0
EMP-0003166,Finance,VP,26.1,Band 1,3.6,93,1.9,2.6,3.0,8.9,0
EMP-0011595,Legal,Individual Contributor,25.2,Band 3,3.0,85,9.5,3.7,2.5,1.3,0
EMP-0006506,Legal,Manager,16.3,Band 3,4.5,31,12.4,4.0,1.8,5.1,0
EMP-0012423,Legal,VP,14.8,Band 6,4.6,78,24.9,3.4,3.0,0.9,0
EMP-0004104,IT,Manager,25.9,Band 1,2.0,63,1.5,3.8,2.6,0.2,0
EMP-0013791,Operations,Analyst,18.6,Band 3,3.8,28,7.0,2.0,4.4,8.5,0
EMP-0001942,HR,Associate,27.8,Band 3,3.9,118,8.4,2.9,3.2,7.6,0
EMP-0005471,Finance,Senior Manager,7.6,Band 1,3.6,29,7.0,3.0,2.6,7.1,0
EMP-0006461,Sales,Analyst,26.1,Band 1,3.4,70,24.6,2.2,2.5,8.2,1
EMP-0014751,HR,Team Lead,5.0,Band 2,1.8,104,10.2,4.3,3.3,6.1,0
EMP-0012073,Operations,Analyst,13.6,Band 5,4.8,35,5.5,3.0,2.6,5.5,0
EMP-0003066,Legal,Associate,10.4,Band 2,2.7,54,19.9,4.1,3.8,4.8,0
EMP-0000818,Customer Success,Senior Manager,8.2,Band 1,2.4,57,13.8,3.9,3.5,4.0,0
EMP-0006337,Engineering,Analyst,21.1,Band 2,4.2,10,6.4,2.5,3.0,0.6,0
EMP-0013081,HR,Associate,4.4,Band 3,1.6,27,3.1,3.1,3.4,4.7,0
EMP-0012556,IT,VP,8.7,Band 2,3.0,88,6.3,5.0,2.9,9.6,0
EMP-0000418,HR,Associate,9.0,Band 4,2.6,84,19.5,2.9,4.7,4.6,0
EMP-0012992,HR,Senior Manager,22.1,Band 3,3.6,26,20.8,3.5,3.1,6.0,0
EMP-0012458,IT,VP,1.2,Band 2,3.4,49,12.1,3.5,2.5,5.9,0
EMP-0013095,Product,Director,21.1,Band 5,3.4,106,2.6,4.1,3.8,2.7,0
EMP-0002247,Product,Manager,13.7,Band 1,4.5,94,21.5,3.6,3.8,3.8,1
EMP-0009990,Product,Individual Contributor,16.0,Band 2,1.7,120,13.2,2.5,2.9,3.6,0
EMP-0014204,Finance,Director,20.3,Band 3,4.0,17,8.7,3.1,2.2,1.4,0
EMP-0002359,Sales,Team Lead,18.9,Band 2,4.2,95,17.4,3.1,4.0,2.7,1
EMP-0006557,Customer Success,Manager,23.1,Band 3,4.9,66,9.6,5.0,4.2,8.7,0
EMP-0012948,HR,Team Lead,29.3,Band 4,3.3,64,20.1,2.8,2.8,8.4,0
EMP-0009194,Engineering,Associate,18.6,Band 3,2.2,91,4.7,5.0,3.0,0.6,0
EMP-0004004,Engineering,Team Lead,11.4,Band 5,2.3,90,12.6,3.2,3.1,1.8,0
EMP-0010917,Engineering,Team Lead,7.2,Band 6,4.4,21,19.6,3.3,3.8,5.4,0
EMP-0006645,IT,VP,23.2,Band 5,4.4,94,15.7,4.3,2.2,6.2,0
EMP-0013645,Sales,Manager,17.7,Band 2,2.1,110,11.2,2.0,3.7,5.8,1
EMP-0003869,Legal,Manager,15.5,Band 1,2.6,34,5.7,2.3,2.3,5.0,1
EMP-0010686,Product,VP,5.5,Band 2,4.4,70,15.6,4.1,1.9,9.3,0
EMP-0006350,Legal,VP,12.1,Band 4,1.6,95,20.1,3.1,2.3,5.8,1
EMP-0005686,Operations,Associate,28.2,Band 6,3.5,33,13.7,5.0,3.3,8.2,0
EMP-0007571,Legal,VP,17.7,Band 2,3.1,40,10.9,3.4,2.6,3.8,0
EMP-0000875,Sales,Manager,21.7,Band 2,4.2,8,4.0,3.3,2.3,9.0,0
EMP-0010802,Product,VP,12.6,Band 2,2.8,88,16.4,3.4,5.0,2.7,0
EMP-0003803,Marketing,Manager,26.8,Band 3,3.2,4,22.9,4.6,2.1,4.0,0
EMP-0002759,Product,Associate,21.8,Band 3,1.7,44,16.8,2.9,2.2,6.8,1
EMP-0012567,Sales,Senior Manager,4.8,Band 1,4.1,103,17.9,2.4,2.4,4.3,1
EMP-0013209,Operations,Director,20.7,Band 3,3.8,38,7.5,4.0,3.0,2.7,0
EMP-0008680,Product,Manager,6.7,Band 3,2.9,105,1.6,1.0,3.6,3.1,0
EMP-0009479,Sales,Associate,23.6,Band 1,2.9,97,7.3,4.1,3.9,7.3,1
EMP-0000675,IT,Team Lead,16.2,Band 4,2.1,102,12.8,2.1,3.4,0.9,1
EMP-0010916,Operations,Analyst,1.6,Band 6,2.9,35,22.7,1.0,1.6,1.1,0
EMP-0009013,Customer Success,Senior Manager,18.5,Band 2,1.6,57,4.1,1.7,2.7,8.7,1
EMP-0014572,Operations,Director,7.6,Band 5,2.8,2,13.4,4.1,1.9,7.8,0
EMP-0006347,IT,Individual Contributor,26.2,Band 5,4.7,10,2.7,2.3,3.8,5.1,0
EMP-0012829,Product,Manager,19.5,Band 6,1.9,77,18.4,1.7,3.0,6.0,0
EMP-0001514,Engineering,Team Lead,16.0,Band 3,1.5,12,10.2,2.9,2.8,4.3,0
EMP-0006072,Product,Analyst,16.8,Band 5,1.8,48,14.4,3.4,3.5,9.7,0
EMP-0011793,Legal,Individual Contributor,13.0,Band 2,3.8,96,19.2,3.1,2.2,3.1,0
EMP-0000022,Operations,Senior Manager,8.8,Band 2,1.9,83,4.4,4.0,1.9,1.7,0
EMP-0000349,Legal,Associate,28.4,Band 5,1.7,16,17.7,3.6,2.6,6.2,1
EMP-0007529,Customer Success,Senior Manager,29.6,Band 5,2.0,39,23.0,1.9,4.0,9.4,1
EMP-0012194,Customer Success,Analyst,27.1,Band 2,2.3,120,19.5,5.0,3.1,5.7,1
EMP-0005685,IT,VP,25.7,Band 1,3.5,41,5.2,3.7,4.2,4.4,0
EMP-0013309,HR,Individual Contributor,22.0,Band 2,4.3,105,17.1,3.3,1.7,3.9,0
EMP-0004054,Finance,VP,2.3,Band 1,4.2,94,17.0,2.0,2.4,3.4,0
EMP-0011840,Product,Analyst,6.4,Band 2,1.9,95,1.8,3.1,2.7,2.1,0
EMP-0009867,Marketing,Manager,16.0,Band 3,3.9,81,1.9,3.2,3.9,7.0,0
EMP-0013067,Legal,VP,22.1,Band 4,4.8,85,15.3,3.4,4.1,5.2,0
EMP-0010770,Marketing,Director,10.8,Band 1,3.1,96,0.9,2.4,3.6,8.4,1
EMP-0007636,Engineering,Team Lead,20.1,Band 3,4.7,6,9.2,3.6,1.7,9.5,1
EMP-0014215,Sales,Associate,12.5,Band 3,2.4,2,9.5,1.7,2.7,6.5,0
EMP-0010561,IT,Individual Contributor,20.3,Band 2,4.9,82,13.5,3.9,3.0,4.7,0
EMP-0003155,Customer Success,Associate,4.7,Band 1,3.3,68,0.7,2.3,2.6,4.2,1
EMP-0006426,Sales,Senior Manager,29.4,Band 3,4.0,89,12.9,3.5,3.7,0.6,0
EMP-0001442,Legal,Associate,23.4,Band 4,2.1,16,22.0,2.6,3.6,9.4,0
EMP-0006243,Customer Success,Senior Manager,13.8,Band 6,4.0,2,12.2,4.7,1.7,7.4,0
EMP-0001234,Finance,Team Lead,5.3,Band 1,3.5,81,19.5,2.0,2.9,1.9,0
EMP-0014783,Customer Success,Team Lead,23.4,Band 2,4.0,39,11.5,2.7,2.8,0.5,0
EMP-0005544,Operations,Analyst,2.6,Band 6,3.1,70,16.2,3.1,3.0,7.4,0
EMP-0013528,IT,Team Lead,18.8,Band 2,3.5,8,13.7,3.8,4.9,10.0,0
EMP-0013108,Operations,Team Lead,27.5,Band 2,2.0,106,15.8,2.7,2.9,9.1,0
EMP-0014055,Customer Success,Analyst,3.4,Band 3,1.8,44,19.8,2.9,2.3,2.0,0
EMP-0011659,Sales,Team Lead,20.3,Band 5,2.8,100,12.5,3.3,5.0,2.7,0
EMP-0007177,Product,Associate,24.3,Band 1,1.9,65,14.6,3.0,3.0,0.8,0
EMP-0008486,Operations,Team Lead,4.1,Band 1,1.7,28,7.8,3.1,3.0,0.5,0
EMP-0004436,Legal,Senior Manager,15.0,Band 1,4.5,99,21.2,4.0,4.4,9.2,0
EMP-0002106,Customer Success,Senior Manager,19.9,Band 1,4.2,113,21.0,3.0,3.1,0.1,1
EMP-0010189,Sales,Associate,5.0,Band 1,4.3,20,12.8,1.9,4.6,9.8,0
EMP-0014653,Operations,Team Lead,9.0,Band 2,1.7,46,13.2,2.8,3.5,3.6,0
EMP-0000988,Legal,VP,16.1,Band 4,3.2,17,8.7,4.0,3.0,7.5,0
EMP-0000936,IT,Associate,4.0,Band 5,4.5,85,11.0,1.9,3.2,6.7,0
EMP-0008468,Marketing,Associate,9.2,Band 2,3.5,83,11.3,1.2,4.8,0.5,0
EMP-0008993,Finance,VP,29.7,Band 5,4.2,59,10.8,4.9,5.0,3.5,1
EMP-0010583,Legal,Manager,21.4,Band 4,4.4,33,23.6,3.2,3.5,7.0,1
EMP-0012563,Sales,Director,9.0,Band 1,4.9,44,4.7,2.0,3.6,2.0,0
EMP-0003638,IT,Associate,1.7,Band 1,5.0,72,1.7,4.1,2.3,6.5,0
EMP-0011395,IT,Director,3.1,Band 5,4.3,42,22.5,3.3,3.4,9.0,0
EMP-0008347,Operations,Manager,1.7,Band 1,2.7,94,1.3,3.3,2.7,4.3,1
EMP-0011218,Marketing,Director,24.2,Band 2,3.4,48,2.5,2.9,1.4,8.3,1
EMP-0000452,Legal,Senior Manager,26.8,Band 4,3.2,116,13.4,2.6,3.8,6.6,0
EMP-0007639,Customer Success,Director,12.3,Band 3,2.8,87,12.4,2.6,3.5,3.2,0
EMP-0005676,HR,VP,4.4,Band 4,4.4,56,20.9,2.9,4.2,5.5,0
EMP-0007125,Finance,VP,19.5,Band 6,4.5,68,2.9,3.6,2.8,3.4,0
EMP-0011306,IT,Team Lead,27.4,Band 3,4.0,76,20.7,4.0,1.9,9.0,0
EMP-0010695,Legal,Individual Contributor,21.3,Band 2,5.0,2,9.7,1.1,2.2,7.7,0
EMP-0012711,Engineering,VP,0.8,Band 2,3.5,23,4.1,2.4,1.6,5.4,0
EMP-0014190,Legal,Director,9.7,Band 1,1.7,40,12.7,2.2,3.6,9.2,1
EMP-0009573,Legal,Team Lead,9.7,Band 2,2.2,63,2.7,4.5,2.0,2.4,0
EMP-0005624,Product,Manager,17.4,Band 1,1.7,95,11.3,3.1,1.9,7.7,0
EMP-0003597,HR,Team Lead,1.3,Band 5,1.5,8,19.0,2.1,4.3,1.5,0
EMP-0010453,Engineering,VP,5.8,Band 3,3.7,51,24.4,3.3,4.1,1.0,0
EMP-0001033,Marketing,Analyst,21.4,Band 1,4.0,120,16.1,2.6,3.1,2.3,1
EMP-0006753,IT,Manager,12.1,Band 2,1.6,96,12.3,3.7,1.7,7.3,0
EMP-0014750,Engineering,VP,6.0,Band 3,2.9,36,21.6,3.0,2.6,0.3,0
EMP-0007401,Engineering,Manager,5.8,Band 2,4.4,120,13.0,2.9,4.0,5.1,0
EMP-0002303,Engineering,Senior Manager,23.0,Band 4,3.8,14,11.1,2.4,3.6,8.7,0
EMP-0000413,Sales,VP,6.0,Band 3,1.7,91,12.5,3.7,3.7,3.0,0
EMP-0005412,Customer Success,Team Lead,19.8,Band 3,2.5,27,11.0,3.1,2.3,5.8,0
EMP-0011849,Marketing,VP,16.1,Band 2,2.4,89,19.3,1.0,1.7,5.0,1
EMP-0002591,Marketing,Analyst,14.1,Band 5,4.3,5,1.6,2.8,1.8,8.0,0
EMP-0010746,HR,Team Lead,16.0,Band 2,2.0,107,13.2,3.3,3.2,7.8,0
EMP-0000130,Legal,Team Lead,3.8,Band 3,3.0,120,7.4,3.2,3.0,5.0,0
EMP-0012682,Product,VP,24.6,Band 1,2.3,112,1.6,3.8,5.0,4.4,0
EMP-0007127,Finance,Manager,2.4,Band 2,4.7,4,10.2,3.6,3.1,5.7,0
EMP-0002744,Customer Success,Analyst,26.4,Band 4,3.2,47,15.0,2.5,3.8,8.3,1
EMP-0014948,Engineering,Director,3.7,Band 1,2.2,42,16.2,2.6,3.0,3.7,0
EMP-0000431,Customer Success,VP,3.7,Band 4,3.9,85,20.5,3.4,2.7,6.6,0
EMP-0002299,Customer Success,VP,24.7,Band 5,2.8,79,15.9,1.2,4.3,7.1,1
EMP-0005054,Finance,Individual Contributor,27.5,Band 4,4.1,57,15.9,2.9,2.3,4.5,0
EMP-0011496,Legal,Associate,19.0,Band 3,4.8,99,3.1,1.9,3.2,1.8,0
EMP-0001432,Product,Analyst,29.9,Band 4,3.5,93,2.4,2.9,3.1,5.0,0
EMP-0007937,Engineering,Manager,5.0,Band 4,4.2,106,13.2,3.7,2.0,4.4,0
EMP-0005419,Operations,Senior Manager,13.6,Band 3,2.4,60,9.1,4.6,4.2,2.4,1
EMP-0010969,HR,Senior Manager,1.7,Band 2,2.9,43,0.2,2.6,3.7,3.3,1
EMP-0001321,Product,Director,12.9,Band 1,2.0,100,22.8,1.7,3.7,7.6,0
EMP-0004847,Sales,Director,23.6,Band 1,2.4,92,20.9,3.4,4.4,6.2,1
EMP-0013172,Customer Success,Associate,17.6,Band 3,1.8,119,24.8,1.8,2.7,1.2,0
EMP-0011564,Customer Success,Senior Manager,28.0,Band 2,2.2,74,2.5,3.4,4.8,6.1,0
EMP-0007373,Engineering,Team Lead,27.7,Band 3,3.0,103,6.1,3.9,1.8,0.1,0
EMP-0012989,HR,Analyst,18.9,Band 5,3.5,67,17.0,3.1,1.7,2.4,0
EMP-0003125,HR,Associate,9.7,Band 4,2.5,105,12.6,3.0,3.8,7.7,1
EMP-0003640,Customer Success,Analyst,1.6,Band 2,2.3,16,3.4,3.2,2.6,0.4,1
EMP-0011428,Operations,Associate,27.8,Band 1,2.6,93,0.4,3.9,1.9,2.2,0
EMP-0003760,IT,Associate,4.2,Band 1,2.8,115,12.2,3.7,3.8,2.6,0
EMP-0013986,Customer Success,Senior Manager,27.0,Band 2,2.6,63,11.2,3.9,1.2,6.4,1
EMP-0007060,IT,Senior Manager,14.3,Band 4,4.6,35,10.6,3.6,1.0,2.9,0
EMP-0000592,IT,Individual Contributor,7.2,Band 4,4.9,102,2.4,2.3,4.1,7.5,0
EMP-0010165,Sales,Manager,13.8,Band 2,2.1,20,7.8,2.4,1.9,9.3,0
EMP-0009124,Customer Success,Manager,20.6,Band 4,3.0,60,6.7,3.6,3.6,5.2,1
EMP-0002926,Marketing,VP,5.4,Band 1,2.0,19,3.4,4.5,2.7,2.2,0
EMP-0013270,Marketing,Manager,2.2,Band 6,3.7,113,8.7,1.7,3.5,2.4,0
EMP-0000761,Customer Success,Team Lead,18.1,Band 4,3.8,10,14.8,2.0,3.6,6.9,1
EMP-0004083,Marketing,Individual Contributor,17.2,Band 2,3.8,110,17.5,4.2,3.4,2.2,0
EMP-0013461,HR,Team Lead,9.1,Band 1,4.5,7,17.9,2.5,5.0,1.6,0
EMP-0004406,Customer Success,VP,15.8,Band 3,3.7,69,10.2,3.0,4.4,7.5,1
EMP-0005287,Operations,Associate,5.0,Band 4,1.8,113,9.4,3.6,4.8,9.1,0
EMP-0007085,Customer Success,Manager,19.6,Band 2,1.8,118,10.0,3.8,4.8,2.2,0
EMP-0009427,Engineering,Manager,11.6,Band 4,3.0,18,17.6,3.8,2.9,8.4,1
EMP-0008907,Finance,Manager,27.3,Band 6,3.1,3,12.8,2.7,2.3,1.7,0
EMP-0012401,Engineering,Director,18.8,Band 4,2.4,53,22.9,4.2,2.2,4.3,0
EMP-0014655,Engineering,Analyst,2.3,Band 2,2.5,102,22.3,2.8,1.9,7.8,0
EMP-0011688,Engineering,Analyst,19.1,Band 6,2.4,84,17.1,4.6,2.8,2.6,0
EMP-0011558,Operations,VP,18.4,Band 2,5.0,102,14.0,4.0,3.1,6.8,0
EMP-0001938,Sales,Associate,8.8,Band 4,3.0,120,3.8,2.2,2.0,6.2,1
EMP-0014559,IT,Team Lead,7.4,Band 2,2.2,39,7.0,4.1,2.0,4.6,0
EMP-0013831,HR,VP,3.9,Band 3,3.5,74,5.5,3.3,3.3,3.5,1
EMP-0009764,Finance,Team Lead,19.0,Band 4,3.5,62,2.6,3.7,3.4,4.0,1
EMP-0013555,Marketing,VP,19.7,Band 4,4.0,21,9.2,3.1,2.7,1.5,1
EMP-0013557,Operations,Analyst,22.4,Band 2,4.1,10,10.7,2.3,4.2,4.7,0
EMP-0003670,Product,Individual Contributor,8.0,Band 3,3.1,116,7.4,3.7,2.4,0.9,0
EMP-0005734,IT,Manager,6.1,Band 4,2.2,54,0.8,2.9,3.8,4.3,0
EMP-0012783,HR,Analyst,6.2,Band 1,4.9,73,13.2,4.2,2.1,4.0,0
EMP-0012739,Customer Success,VP,7.5,Band 3,4.3,115,0.4,4.0,4.2,0.9,0
EMP-0007410,Operations,Individual Contributor,1.6,Band 1,4.4,21,22.9,2.1,1.8,5.1,1
EMP-0003548,Sales,Associate,5.5,Band 2,4.5,61,1.7,3.5,3.4,4.9,0
EMP-0002750,Customer Success,Associate,20.3,Band 3,3.6,87,21.7,3.0,3.2,3.6,0
EMP-0003282,Engineering,Individual Contributor,22.8,Band 1,3.5,117,18.3,3.9,1.9,6.6,0
EMP-0007762,Engineering,Director,23.0,Band 2,1.8,72,11.1,3.6,4.3,7.6,0
EMP-0014763,Engineering,Analyst,2.1,Band 1,3.3,72,2.1,3.0,3.3,4.7,0
EMP-0011806,Sales,Individual Contributor,14.1,Band 5,1.6,91,7.2,4.2,3.4,10.0,0
EMP-0007110,Marketing,Individual Contributor,2.7,Band 4,3.8,86,13.6,3.5,2.4,1.2,0
EMP-0004431,HR,Manager,24.7,Band 1,5.0,42,17.4,3.0,1.9,7.2,0
EMP-0003086,Marketing,Team Lead,2.0,Band 1,2.1,64,16.6,3.8,3.1,5.5,0
EMP-0007161,Finance,Individual Contributor,20.8,Band 2,1.7,74,1.3,4.0,3.6,7.7,0
EMP-0002770,Legal,Director,17.2,Band 1,4.6,4,9.9,1.7,4.4,5.0,0
